,listed_price,value,value_description,make_and_model,year,mileage,trim_level,color,location,additional_description,discount,car_URL,thumbnail_URL,make_first,make_second,state,Accident,Past Owners,Usage,is_Excellent_Price,is_Great_Price,is_Fleet_Use,is_Personal_Use
7018,15994,Excellent Price,"$1,314 off avg. list price",Chevrolet Camaro,2013,45658,LT with 2LT Coupe Manual,"White exterior, Black interior","Sandy, UT","1 accident, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2G1FG1E35D9243175/2013-chevrolet-camaro/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Chevrolet,Camaro, UT,1,2, Personal use,1,0,0,1
7019,4899,Excellent Price,$624 off avg. list price,Buick Regal,2011,154588,CXL RL6,"Black exterior, Black interior","Grand Junction, CO","No accidents, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/W04GU5GC5B1009378/2011-buick-regal/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Buick,Regal, CO,0,3, Personal use,1,0,0,1
7020,6571,Excellent Price,$723 off avg. list price,Chevrolet Impala,2013,114737,LTZ,"Black exterior, Black interior","Marysville, WA","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2G1WC5E30D1207010/2013-chevrolet-impala/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Chevrolet,Impala, WA,0,2, Personal use,1,0,0,1
7021,3788,Excellent Price,$701 off avg. list price,Honda Civic,2009,112276,EX Coupe Automatic,"Unknown exterior, Gray interior","Nashua, NH","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2HGFG12869H532085/2009-honda-civic/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,Civic, NH,0,2, Personal use,1,0,0,1
7022,9999,Excellent Price,"$2,279 off avg. list price",Toyota Sienna,2011,120957,LE Auto Access Seat 7-Passenger FWD,"Silver exterior, Gray interior","Westampton, NJ","1 accident, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5TDKK3DC5BS078945/2011-toyota-sienna/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Sienna, NJ,1,2, Personal use,1,0,0,1
7023,5800,Excellent Price,$629 off avg. list price,Ford Explorer,2008,135000,Eddie Bauer V6 RWD,"Blue exterior, Unknown interior","Marietta, GA","No accidents, 5 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/1FMEU64E38UA30340/2008-ford-explorer/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ford,Explorer, GA,0,5, Fleet use,1,0,1,0
7024,16985,Excellent Price,"$1,269 off avg. list price",Ram 1500,2012,137090,"Laramie Crew Cab 5'7"" Box 4WD","Black exterior, Gray interior","Orlando, FL","No accidents, 5 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1C6RD7NT1CS126343/2012-ram-1500/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ram,1500, FL,0,5, Personal use,1,0,0,1
7025,9999,Excellent Price,$839 off avg. list price,Ram 1500,2012,140900,"SLT Quad Cab 6'4"" Box 2WD","Silver exterior, Gray interior","Waite Park, MN","No accidents, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1C6RD6GP3CS292311/2012-ram-1500/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ram,1500, MN,0,3, Personal use,1,0,0,1
7026,6385,Excellent Price,$481 off avg. list price,Hyundai Elantra,2013,75956,GLS Sedan Manual,"Gray exterior, Gray interior","Oklahoma City, OK","2 accidents, 7 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/KMHDH4AE2DU560947/2013-hyundai-elantra/,https://listings-prod.tcimg.net/listings/51061/47/09/KMHDH4AE2DU560947/2NTM2B2SCWNIPCB6JSCEHQOCWU-318.jpg,Hyundai,Elantra, OK,2,7, Fleet use,1,0,1,0
7027,6999,Excellent Price,$756 off avg. list price,Toyota Corolla,2010,109434,LE Automatic,"Teal exterior, Beige interior","Las Vegas, NV","1 accident, 4 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/1NXBU4EE0AZ193717/2010-toyota-corolla/,https://listings-prod.tcimg.net/listings/26780/17/37/1NXBU4EE0AZ193717/WO4KFR7J6K2N4J2MEEYNTEWNSY-318.jpg,Toyota,Corolla, NV,1,4, Fleet use,1,0,1,0
7028,7694,Excellent Price,"$1,074 off avg. list price",Toyota Tacoma,2003,277229,XtraCab V6 4WD Automatic,"Green exterior, Brown interior","Forest Grove, OR","1 accident, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5TEWN72N23Z258473/2003-toyota-tacoma/,https://listings-prod.tcimg.net/listings/17536/73/84/5TEWN72N23Z258473/XA6APJYPDJQU56NZLCRGQDXR6Y-318.jpg,Toyota,Tacoma, OR,1,2, Personal use,1,0,0,1
7029,3741,Excellent Price,$536 off avg. list price,Dodge Caravan,2002,149393,Grand Sport FWD LWB,"Unknown exterior, Unknown interior","Ontario, OR","No accidents, 5 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1B4GP44312B648702/2002-dodge-caravan/,https://listings-prod.tcimg.net/listings/7223/02/87/1B4GP44312B648702/YDSHXBKQDEU5ITPWP3O7EBWYCI-318.jpg,Dodge,Caravan, OR,0,5, Personal use,1,0,0,1
7030,14900,Excellent Price,"$1,521 off avg. list price",Scion FR-S,2013,45347,Base Manual,"Black exterior, Black interior","Kennesaw, GA","1 accident, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JF1ZNAA14D2713554/2013-scion-fr-s/,https://listings-prod.tcimg.net/listings/205915/54/35/JF1ZNAA14D2713554/TA6DU5OOA6OHHME7QPXO6IIQJ4-318.jpg,Scion,FR-S, GA,1,1, Personal use,1,0,0,1
7031,43999,Excellent Price,,Ram 2500,2019,47041,Big Horn Crew Cab 8' Box 4WD,"White exterior, Black interior","Hondo, TX","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3C6UR5JL3KG605679/2019-ram-2500/,https://listings-prod.tcimg.net/listings/26767/79/56/3C6UR5JL3KG605679/BBIV2KRB6MA6EYMN6P665HFYB4-318.jpg,Ram,2500, TX,0,1, Personal use,1,0,0,1
7032,4998,Excellent Price,$589 off avg. list price,Toyota Camry,2009,194307,I4 Automatic,"Blue exterior, Unknown interior","Raleigh, NC","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/4T1BE46K99U326228/2009-toyota-camry/,https://listings-prod.tcimg.net/listings/30824/28/62/4T1BE46K99U326228/AHICBQA7ADOVTHQ3LGNN2KFGBY-318.jpg,Toyota,Camry, NC,0,1, Personal use,1,0,0,1
7033,14490,Excellent Price,$823 off avg. list price,Honda Civic,2018,33107,LX Sedan CVT,"Black exterior, Unknown interior","Pembroke Pines, FL","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/19XFC2F55JE024402/2018-honda-civic/,https://listings-prod.tcimg.net/listings/12046/02/44/19XFC2F55JE024402/RDMTW74HWNM25XL3IIKVTUHR6A-318.jpg,Honda,Civic, FL,0,1, Personal use,1,0,0,1
7034,32529,Excellent Price,"$3,121 off avg. list price",Lexus RX,2017,21489,RX 350 AWD,"Blue exterior, Black interior","Libertyville, IL","1 accident, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2T2BZMCA2HC094924/2017-lexus-rx/,https://listings-prod.tcimg.net/listings/14705/24/49/2T2BZMCA2HC094924/56GHMUTRB5HOAEW4LJME52WCKE-318.jpg,Lexus,RX, IL,1,1, Personal use,1,0,0,1
7035,37900,Excellent Price,"$3,638 off avg. list price",Porsche Macan,2017,24166,AWD,"Black exterior, Black interior","Naples, FL","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/WP1AA2A55HLB83525/2017-porsche-macan/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Porsche,Macan, FL,0,1, Personal use,1,0,0,1
7036,15000,Excellent Price,"$1,611 off avg. list price",Mazda CX-5,2017,33705,Sport FWD,"Black exterior, Black interior","Los Angeles, CA","No accidents, 1 Owner, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/JM3KFABL0H0173881/2017-mazda-cx-5/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Mazda,CX-5, CA,0,1, Fleet use,1,0,1,0
7037,3950,Excellent Price,$595 off avg. list price,Dodge Durango,2003,105485,SLT Plus RWD,"Blue exterior, Unknown interior","Hickory, NC","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1D4HR58N13F547112/2003-dodge-durango/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Dodge,Durango, NC,0,2, Personal use,1,0,0,1
7038,8749,Excellent Price,$684 off avg. list price,Honda Accord,2014,179008,EX-L Sedan I4 CVT,"Black exterior, Black interior","Centennial, CO","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/1HGCR2F88EA006904/2014-honda-accord/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,Accord, CO,0,1, Personal use,1,0,0,1
7039,7387,Excellent Price,$876 off avg. list price,Volkswagen Passat,2014,90816,Wolfsburg Edition Sedan 1.8T Auto (PZEV),"Black exterior, Unknown interior","Fredericksburg, VA","No accidents, 3 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/1VWAT7A39EC022143/2014-volkswagen-passat/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Volkswagen,Passat, VA,0,3, Fleet use,1,0,1,0
7040,8495,Excellent Price,"$1,134 off avg. list price",Mazda RX-8,2004,42788,Base 6-Speed Manual,"Gray exterior, Black interior","Stafford, VA","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JM1FE173740137640/2004-mazda-rx-8/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Mazda,RX-8, VA,0,2, Personal use,1,0,0,1
7041,14800,Excellent Price,"$1,265 off avg. list price",Honda Accord,2016,65601,Sport Sedan I4 CVT,"White exterior, Black interior","Eden Prairie, MN","No accidents, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1HGCR2F56GA144644/2016-honda-accord/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,Accord, MN,0,3, Personal use,1,0,0,1
7042,2900,Excellent Price,,Toyota 4Runner,2000,250747,Limited V6 Automatic,"Silver exterior, Brown interior","Plano, TX","No accidents, 5 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JT3GN87R3Y0153328/2000-toyota-4runner/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,4Runner, TX,0,5, Personal use,1,0,0,1
7043,10966,Excellent Price,,Toyota Camry,2017,110404,SE I4 Automatic,"Gray exterior, Black interior","Grapevine, TX","No accidents, 2 Owners, Personal use",Upfront Price Available,https://www.truecar.com/used-cars-for-sale/listing/4T1BF1FK6HU377809/2017-toyota-camry/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Camry, TX,0,2, Personal use,1,0,0,1
7044,4888,Excellent Price,$714 off avg. list price,Scion xD,2009,166959,Base Manual,"Unknown exterior, Unknown interior","Fife, WA","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JTKKU10449J050373/2009-scion-xd/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Scion,xD, WA,0,1, Personal use,1,0,0,1
7045,9995,Excellent Price,"$1,094 off avg. list price",Toyota Yaris,2017,60098,L 5-Door Liftback Automatic,"Blue exterior, Unknown interior","Fredericksburg, VA","2 accidents, 2 Owners, Fleet use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/VNKKTUD38HA079135/2017-toyota-yaris/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Yaris, VA,2,2, Fleet use,1,0,1,0
7046,6987,Excellent Price,$801 off avg. list price,Volkswagen Jetta,2011,108631,SEL with Sport Package Sedan Auto,"Black exterior, Black interior","Tampa, FL","No accidents, 5 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3VWLX7AJ2BM309474/2011-volkswagen-jetta/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Volkswagen,Jetta, FL,0,5, Personal use,1,0,0,1
7047,8495,Excellent Price,"$1,258 off avg. list price",Nissan Murano,2012,108986,SL AWD,"Gray exterior, Black interior","Patchogue, NY","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JN8AZ1MW4CW234615/2012-nissan-murano/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Murano, NY,0,1, Personal use,1,0,0,1
7048,6700,Excellent Price,$681 off avg. list price,Ford Fusion,2012,134466,SE FWD,"Blue exterior, Unknown interior","DALTON, GA","No accidents, 4 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/3FAHP0HA9CR130204/2012-ford-fusion/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ford,Fusion, GA,0,4, Fleet use,1,0,1,0
7049,7499,Excellent Price,"$1,525 off avg. list price",Nissan Sentra,2016,92275,SV CVT,"Silver exterior, Unknown interior","Murfreesboro, TN","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP2GY277027/2016-nissan-sentra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Sentra, TN,0,2, Personal use,1,0,0,1
7050,10880,Excellent Price,"$1,297 off avg. list price",Ford Expedition,2013,175943,Limited 4WD,"Silver exterior, Gray interior","Homosassa, FL","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/1FMJU2A56DEF12204/2013-ford-expedition/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ford,Expedition, FL,0,1, Personal use,1,0,0,1
7051,14990,Excellent Price,,Mercedes-Benz M-Class,2009,42550,ML 350 4MATIC,"Silver exterior, Black interior","Blue Mound, TX","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/4JGBB86E29A460817/2009-mercedes-benz-m-class/?zipcode=76131,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Mercedes-Benz,M-Class, TX,0,1, Personal use,1,0,0,1
7052,10900,Excellent Price,"$1,123 off avg. list price",Hyundai Sonata,2012,40883,Limited 2.4L Automatic (PZEV),"Silver exterior, Black interior","Memphis, TN","1 accident, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5NPEC4AC9CH410963/2012-hyundai-sonata/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Hyundai,Sonata, TN,1,3, Personal use,1,0,0,1
7053,10488,Excellent Price,$780 off avg. list price,Honda Civic,2015,101763,LX Sedan CVT,"Silver exterior, Gray interior","Las Vegas, NV","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/19XFB2F52FE070988/2015-honda-civic/,https://listings-prod.tcimg.net/listings/29347/88/09/19XFB2F52FE070988/E2Z4I7KEGSKPLWYAHGL422T4LI-318.jpg,Honda,Civic, NV,0,1, Personal use,1,0,0,1
7054,2600,Excellent Price,$484 off avg. list price,GMC Envoy,2006,219856,SLT 4WD,"Gray exterior, Gray interior","Council Bluffs, IA","No accidents, 4 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1GKDT13S962156437/2006-gmc-envoy/,https://listings-prod.tcimg.net/listings/8434/37/64/1GKDT13S962156437/WA4LHA24A47CDH2XAQQL6SQGGM-318.jpg,GMC,Envoy, IA,0,4, Personal use,1,0,0,1
7055,32488,Excellent Price,"$2,797 off avg. list price",Mercedes-Benz E-Class,2017,27892,E 300 Luxury 4MATIC Sedan,"Black exterior, Black interior","Manchester, NH","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/WDDZF4KB9HA109080/2017-mercedes-benz-e-class/,https://listings-prod.tcimg.net/listings/7329/80/90/WDDZF4KB9HA109080/7ZDEDME7FHMIQNXLX4HZK6P4FM-318.jpg,Mercedes-Benz,E-Class, NH,0,1, Personal use,1,0,0,1
7056,14499,Excellent Price,"$1,533 off avg. list price",Toyota Sienna,2016,74440,L 7-Passenger FWD,"White exterior, Gray interior","Fairfield, OH","1 accident, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5TDZK3DC5GS736530/2016-toyota-sienna/,https://listings-prod.tcimg.net/listings/78879/30/65/5TDZK3DC5GS736530/S2VC5HK6LHL5REKXSFHPYAGDCA-318.jpg,Toyota,Sienna, OH,1,1, Personal use,1,0,0,1
7057,12998,Excellent Price,"$1,095 off avg. list price",Chrysler 200,2016,39980,Limited FWD,"Silver exterior, Beige interior","Valdosta, GA","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1C3CCCAB8GN166130/2016-chrysler-200/,https://listings-prod.tcimg.net/listings/35740/30/61/1C3CCCAB8GN166130/25GSR6MBLUP3D3QFMJJAWXJJXE-318.jpg,Chrysler,200, GA,0,1, Personal use,1,0,0,1
7058,7995,Excellent Price,$859 off avg. list price,Lincoln MKS,2011,111314,3.7L FWD,"Blue exterior, Unknown interior","Bethany, OK","2 accidents, 2 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/1LNHL9DR0BG609425/2011-lincoln-mks/,https://listings-prod.tcimg.net/listings/77886/25/94/1LNHL9DR0BG609425/AJYWBWJJW6FVEIYARB3HPRR4PM-318.jpg,Lincoln,MKS, OK,2,2, Fleet use,1,0,1,0
7059,7995,Excellent Price,"$1,214 off avg. list price",Toyota 4Runner,2006,171785,SR5 Sport V6 RWD Automatic,"Gray exterior, Gray interior","Roswell, GA","1 accident, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JTEZU14R968055014/2006-toyota-4runner/,https://listings-prod.tcimg.net/listings/188385/14/50/JTEZU14R968055014/HODR3DVKYRA6VKNAPMJKQVV6NM-318.jpg,Toyota,4Runner, GA,1,2, Personal use,1,0,0,1
7060,5599,Excellent Price,"$1,098 off avg. list price",Honda Pilot,2006,176383,EX-L with Navigation 4WD,"Black exterior, Gray interior","Denver, CO","2 accidents, 2 Owners, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/2HKYF18716H536959/2006-honda-pilot/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,Pilot, CO,2,2, Personal use,1,0,0,1
7061,18995,Excellent Price,"$2,065 off avg. list price",Nissan Armada,2015,73005,SL RWD,"Black exterior, Black interior","Tucson, AZ","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/5N1BA0ND8FN621110/2015-nissan-armada/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Armada, AZ,0,1, Personal use,1,0,0,1
7062,14999,Excellent Price,"$2,364 off avg. list price",Hyundai Veloster,2020,23067,2.0 Premium Automatic,"Red exterior, Black interior","Atlanta, GA","No accidents, 1 Owner, Personal use",Upfront Price Available,https://www.truecar.com/used-cars-for-sale/listing/KMHTG6AF4LU022025/2020-hyundai-veloster/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Hyundai,Veloster, GA,0,1, Personal use,1,0,0,1
7063,8300,Excellent Price,"$1,880 off avg. list price",Chevrolet Traverse,2014,141000,LT with 2LT FWD,"White exterior, Gray interior","Boca Raton, FL","1 accident, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1GNKRHKDXEJ120281/2014-chevrolet-traverse/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Chevrolet,Traverse, FL,1,2, Personal use,1,0,0,1
7064,9999,Excellent Price,"$1,008 off avg. list price",Lincoln MKZ,2013,101582,AWD,"White exterior, Unknown interior","West Babylon, NY","1 accident, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3LN6L2J99DR804907/2013-lincoln-mkz/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Lincoln,MKZ, NY,1,2, Personal use,1,0,0,1
7065,37949,Excellent Price,"$3,416 off avg. list price",Toyota 4Runner,2018,21352,SR5 Premium 4WD,"Silver exterior, Black interior","Mesa, AZ","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JTEBU5JR7J5544910/2018-toyota-4runner/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,4Runner, AZ,0,1, Personal use,1,0,0,1
7066,41499,Excellent Price,"$3,719 off avg. list price",Lexus RX,2018,15256,RX 350 AWD,"Silver exterior, Gray interior","Glenwood Springs, CO","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/2T2BZMCA7JC156453/2018-lexus-rx/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Lexus,RX, CO,0,1, Personal use,1,0,0,1
7067,6999,Excellent Price,$726 off avg. list price,BMW X5,2008,180103,3.0si AWD,"Blue exterior, Beige interior","Longmont, CO","No accidents, 2 Owners, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/5UXFE43598L001800/2008-bmw-x5/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",BMW,X5, CO,0,2, Personal use,1,0,0,1
7068,31488,Excellent Price,,Ford Edge,2020,1568,Titanium FWD,"Black exterior, Unknown interior","Denton, TX","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2FMPK3K97LBA55548/2020-ford-edge/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ford,Edge, TX,0,1, Personal use,1,0,0,1
7069,9900,Excellent Price,"$1,008 off avg. list price",Toyota Tacoma,2009,197176,Access Cab I4 RWD Automatic,"Red exterior, Unknown interior","Clovis, CA","1 accident, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5TETX22N19Z636274/2009-toyota-tacoma/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Tacoma, CA,1,2, Personal use,1,0,0,1
7070,11995,Excellent Price,"$1,399 off avg. list price",Toyota Tacoma,2007,219785,Double Cab 5' Bed V6 4WD Automatic,"Blue exterior, Gray interior","Jacksonville, NC","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3TMLU42N97M010910/2007-toyota-tacoma/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Tacoma, NC,0,2, Personal use,1,0,0,1
7071,11991,Great Price,,Nissan Sentra,2019,33147,SV CVT,"White exterior, Black interior","The Woodlands, TX","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP2KY374463/2019-nissan-sentra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Sentra, TX,0,1, Personal use,0,1,0,1
7072,7499,Excellent Price,$780 off avg. list price,Chevrolet Cruze,2013,50895,LT with 1LT Automatic,"Blue exterior, Gray interior","Manassas, VA","No accidents, 2 Owners, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/1G1PC5SB8D7288969/2013-chevrolet-cruze/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Chevrolet,Cruze, VA,0,2, Personal use,1,0,0,1
7073,10992,Excellent Price,$958 off avg. list price,Toyota Camry,2014,86765,2014 Hybrid XLE,"Black exterior, Gray interior","Fond du Lac, WI","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/4T1BD1FK6EU098524/2014-toyota-camry/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Camry, WI,0,2, Personal use,1,0,0,1
7074,19885,Excellent Price,"$1,779 off avg. list price",Lexus CT,2017,24100,CT 200h,"Black exterior, Black interior","San Rafael, CA","No accidents, 1 Owner, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/JTHKD5BH5H2292756/2017-lexus-ct/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Lexus,CT, CA,0,1, Fleet use,1,0,1,0
7075,6995,Excellent Price,$705 off avg. list price,Toyota Corolla,2010,92917,LE Automatic,"Black exterior, Gray interior","Raleigh, NC","No accidents, 4 Owners, Personal use",Upfront Price Available,https://www.truecar.com/used-cars-for-sale/listing/1NXBU4EE4AZ365702/2010-toyota-corolla/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Corolla, NC,0,4, Personal use,1,0,0,1
7076,24336,Excellent Price,"$2,203 off avg. list price",Cadillac XTS,2018,45014,Luxury FWD,"Black exterior, Black interior","Bellevue, WA","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2G61M5S34J9161281/2018-cadillac-xts/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Cadillac,XTS, WA,0,2, Personal use,1,0,0,1
7077,4177,Excellent Price,$520 off avg. list price,Mitsubishi Outlander,2008,134040,LS FWD,"Silver exterior, Black interior","Dacono, CO","No accidents, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JA4MS31X68Z014396/2008-mitsubishi-outlander/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Mitsubishi,Outlander, CO,0,3, Personal use,1,0,0,1
